text,label_binary,sub_NFR,source
During a Cancel Last Purchase transaction the CEP card is authenticated by the PSAM in the POS device,NFR,SE,dcai24
The PSAM authenticates that the purchase transaction being canceled was performed by the PSAM and that the transaction being canceled is part of the active batch,NFR,SE,dcai24
The card issuer and the merchant acquirer also authenticate the transaction when they receive it,NFR,SE,dcai24
Transmissions between host systems should be protected by MACs based on unique keys that are shared by the nodes involved,NFR,SE,dcai24
The transaction signatures ensure end to end integrity of transmitted data for load unload and currency exchange transactions,NFR,SE,dcai24
These totals are used by the merchant acquirer to ensure the integrity of the batch,NFR,SE,dcai24
The count and amount of the transactions in the batch must be protected by the S4 MAC This information is not part of the card issuerÂƒ??s verification process,NFR,SE,dcai24
Scheme providers must assign unique identifying numbers to merchant acquirers who provide PSAMs,NFR,SE,dcai24
These merchant acquirers must then assign unique identifiers to PSAMs,NFR,SE,dcai24
Each PSAM must maintain a transaction count The unique PSAM ID and the transaction count are used during a conversation with a CEP card. The transaction count must not be reset during the life of the PSAM,NFR,SE,dcai24
Contain the CA public RSA key the PSAMÂƒ??s private RSA key and optionally the certificates that the POS device uses to perform mutual authentication with the CEP card,NFR,SE,dcai24
Perform the calculation required to generate a signature using the PSAMÂƒ??s private RSA key to allow the CEP card to validate the PSAM,NFR,SE,dcai24
Be the entity that maintains control over the flow of a transaction ensuring that all security is enforced,NFR,SE,dcai24
Perform the verification of signatures and certificates during a purchase and cancel last purchase transaction,NFR,SE,dcai24
Ensure that CA public keys aggregation parameters blocking lists and issuer certificate revocation lists from the scheme providers are sent to the POS devices,NFR,SE,dcai24
Share one or more MAC keys with connecting processors create a MAC on each transmission sent to another processor and verify the MAC on each transmission received from another processor,NFR,SE,dcai24
The scheme provider must ensure that the entire process between merchants merchant acquirers card issuers and processors is auditable and reconcilable,NFR,SE,dcai24
If errors in the card issuer MAC are discovered by the card issuer during its processing of the transactions a dispute mechanism established by the scheme provider may be used to have money refunded,NFR,SE,dcai24
If a scheme provider establishes a central error repository all transactions for the scheme with MAC errors must be sent to that central error repository whether or not they are submitted to the dispute process,NFR,SE,dcai24
A purchase transaction may be reversed prior to the removal of the CEP card from the POS device by sending a purchase reversal command to the CEP card The CEP card must authenticate the PSAM using certificates previously exchanged,NFR,SE,dcai24
The amount to be reversed is the amount of the last step of the transaction. The reversal command sent to the CEP card contains a S2 MAC computed by the PSAM.,NFR,SE,dcai24
The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction computes a new S4 MAC on the updated batch total count and amount and logs the transaction,NFR,SE,dcai24
The CEP card authenticates the PSAM using the certificates previously received and the S2 The CEP card increments the value of the purse and logs the transaction,NFR,SE,dcai24
The CEP card verifies that the PSAM is the PSAM used in the original transaction computes a S1 MAC using the same DES session key that was used for the purchase transaction being cancelled and responds to the POS device with the S1 and the identification of the last transaction. If the purchase transaction to be canceled has been canceled or is not part of the active batch the command is not allowed,NFR,SE,dcai24
The PSAM either retrieves or re-derives the DES session key used for the purchase transaction being cancelled. The POS device authenticates the CEP card using this key and the S1 MAC,NFR,SE,dcai24
The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction and a new S4 MAC for the batch total count and amount and logs the transaction. The amount of the canceled last purchase transaction is subtracted from the header amount. The transaction is kept in a data store associated with the POS device until the merchant acquirer collects it,NFR,SE,dcai24
A credit command which contains the S2 MAC computed by the PSAM using the session key is sent to the CEP card,NFR,SE,dcai24
The CEP card authenticates the terminal using the S2 MAC and the session key from the purchase transaction being cancelled. The CEP card increments the value of the purse and logs the transaction. The CEP card verifies that the cancellation amount is equal to the amount of the last step of the purchase transaction,NFR,SE,dcai24
